ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,ax3,ay3,az3,gx3,gy3,gz3,ax4,ay4,az4,gx4,gy4,gz4,ax5,ay5,az5,gx5,gy5,gz5,ax6,ay6,az6,gx6,gy6,gz6,ax7,ay7,az7,gx7,gy7,gz7,ax8,ay8,az8,gx8,gy8,gz8,ax9,ay9,az9,gx9,gy9,gz9,ax10,ay10,az10,gx10,gy10,gz10,ax11,ay11,az11,gx11,gy11,gz11,ax12,ay12,az12,gx12,gy12,gz12,ax13,ay13,az13,gx13,gy13,gz13,ax14,ay14,az14,gx14,gy14,gz14,label
-6.01,20.8,-12.47,535.0,74.69,320.94,-20.21,-1.56,2.05,-138.69,528.69,485.63,-17.25,-10.41,6.37,-11.94,101.94,85.94,0.59,-2.27,-0.96,-81.37,-158.94,-167.37,-0.91,0.39,0.55,-22.44,-115.88,-185.88,-1.38,-0.87,0.28,-19.87,-91.69,-170.44,-0.68,0.02,1.09,-29.94,-70.94,-150.25,-0.72,0.48,1.52,-61.63,-44.56,-121.87,-0.7,2.44,0.35,-57.56,-20.56,-120.13,-0.16,-0.47,0.06,-132.12,2.37,-119.13,-0.03,0.55,-0.18,-116.44,11.81,-77.5,-0.05,-0.41,0.57,-55.06,12.88,-32.06,0.11,1.48,0.13,-20.31,6.31,5.0,0.08,-0.16,0.03,-19.31,3.56,16.0,0.09,-0.04,0.16,-13.13,3.81,9.5,upSwap
0.51,4.49,1.53,186.31,-39.88,-9.88,-5.12,14.05,-9.62,402.56,52.38,310.06,-19.91,-2.7,7.64,-173.87,610.94,549.69,-18.5,-6.25,8.87,106.37,117.13,95.31,2.99,-4.9,-2.64,-68.12,-151.56,-166.37,-0.59,-0.46,-0.59,-31.75,-98.0,-166.31,-0.7,1.62,-1.32,-8.88,-88.06,-129.63,-0.51,1.63,-1.28,-45.63,-60.0,-118.06,0.25,-0.23,-0.48,-4.0,-62.31,-95.31,0.36,-0.33,-1.36,-51.94,-30.0,-92.5,-0.03,-1.05,0.25,-48.56,-14.25,-72.12,0.1,0.15,0.35,-37.13,-11.38,-64.25,-0.25,-0.42,0.21,-70.5,0.25,-76.69,-0.09,0.89,0.59,2.31,-12.0,-40.44,-0.04,0.57,0.2,-35.13,0.75,-22.13,upSwap
0.0,0.69,0.35,57.94,-23.5,-18.31,0.29,6.04,-0.71,176.81,-60.12,36.31,-11.24,14.54,-6.66,395.0,199.12,412.0,-14.43,-2.55,3.76,2.81,410.56,444.69,-10.16,-7.23,6.56,-12.94,13.0,41.0,1.02,-1.32,-1.54,-37.81,-161.19,-151.25,-1.52,1.79,0.59,-29.75,-103.94,-138.56,-0.57,1.19,0.62,-9.25,-73.12,-107.94,-0.21,-1.22,0.69,-40.06,-35.25,-111.25,-0.79,-1.74,0.49,-82.06,-19.87,-115.0,-0.94,-0.08,0.52,-63.63,-24.63,-112.69,-0.62,1.37,0.64,-22.81,-18.06,-98.69,-0.16,0.37,0.21,-71.06,-8.5,-74.12,0.07,0.39,-0.13,-88.12,-5.0,-68.69,0.06,-0.02,0.0,-65.81,-1.44,-44.38,upSwap
-0.39,-2.13,1.05,107.12,-45.5,-20.88,-0.64,-2.28,-1.14,338.31,-103.75,-46.5,2.51,5.96,2.58,303.0,-179.94,-62.06,1.36,11.44,-17.95,-93.19,-26.81,223.25,-15.17,-4.24,-12.76,-217.87,427.44,280.25,-19.78,-10.84,-3.99,0.5,415.12,-4.81,-4.05,3.64,11.41,-5.5,73.56,-83.81,1.4,3.73,2.45,101.75,-73.0,-14.63,-0.07,-1.06,-1.1,-23.06,-32.38,5.25,-0.63,0.2,-0.74,-12.19,-20.5,-4.56,-0.31,-0.06,-0.31,15.0,-21.44,-11.38,-0.33,-0.26,0.1,23.44,-23.38,-17.12,-0.4,-0.17,-0.09,49.44,-32.25,-25.75,-0.55,0.35,0.52,64.12,-33.94,-32.25,0.24,0.23,0.76,75.62,-56.06,-28.44,leftArc
0.3,-2.16,1.35,122.06,-49.88,-24.0,4.2,6.31,-0.94,270.31,-171.37,-21.12,-4.85,6.32,-13.66,-207.06,240.06,269.25,-15.48,-4.99,-9.22,-294.69,423.31,257.0,-11.71,-7.13,-2.68,-40.31,288.94,52.44,-3.77,-0.02,7.64,-36.19,110.06,-96.19,0.29,1.0,3.89,19.44,-37.69,-79.25,0.39,0.39,-1.21,80.81,-69.69,-23.5,0.24,-0.01,-1.98,79.25,-63.0,-18.44,-0.48,0.55,-0.36,54.19,-33.63,-27.19,0.07,0.55,-0.14,64.06,-19.0,-27.81,0.0,0.01,-0.15,49.56,-14.19,-26.81,-0.18,-0.39,-0.73,95.62,-31.31,-31.87,0.12,-0.6,-0.61,99.87,-26.69,-36.94,-0.16,0.13,0.53,101.25,-32.69,-41.88,leftArc
4.14,3.31,2.05,99.25,-101.0,-2.81,-1.0,8.96,-10.04,-23.25,-26.44,136.75,-14.54,-2.94,-11.77,-318.81,449.69,266.19,-14.88,-14.93,-3.84,-130.25,337.25,163.44,-4.59,-1.47,3.93,-119.62,199.0,-119.19,-2.2,-0.76,6.05,-77.94,4.25,-139.62,0.98,1.4,-0.12,101.06,-77.69,-29.25,0.25,1.15,-1.51,39.13,-56.81,3.25,0.07,0.85,-1.06,58.81,-34.63,-7.44,-0.13,0.59,-0.06,65.62,-18.12,1.81,0.25,-0.03,-0.26,47.81,-15.38,-4.94,-0.13,-0.22,-0.27,70.56,-18.62,-7.69,-0.67,0.24,-0.01,82.81,-25.31,-9.75,-0.24,0.48,-0.19,101.56,-17.75,-10.81,-0.18,-0.56,-0.02,87.12,-30.69,-17.94,leftArc
1.13,-1.15,2.05,38.63,-35.88,-25.19,3.65,4.29,2.27,120.62,-169.06,-43.44,-4.61,7.74,-13.36,-119.44,2.44,145.38,-14.26,-2.54,-12.47,-339.88,443.94,258.0,-12.78,-9.86,-4.27,-258.0,401.44,102.44,-6.1,-1.15,4.21,-71.37,131.06,-5.94,0.93,2.74,4.79,102.75,-60.25,-18.5,0.18,-0.29,0.18,23.81,-49.75,8.06,0.16,-0.03,-0.94,8.81,-28.06,6.25,0.27,-0.39,0.21,3.81,-8.44,-2.37,0.07,-0.28,0.09,-13.69,-1.94,1.56,-0.35,-0.14,0.0,4.5,-0.81,0.19,-0.69,-0.7,0.06,14.38,-7.19,-2.94,-1.26,-0.38,-0.34,14.38,-17.12,-10.75,-1.51,-0.4,0.12,34.06,-14.44,-19.12,leftArc
1.34,-0.24,0.7,37.25,-27.81,-41.31,4.93,9.13,-1.8,290.62,-143.06,23.44,-5.68,2.94,-11.92,-208.5,164.62,242.19,-17.16,-7.29,-6.9,-223.38,471.63,247.56,-7.25,-9.95,2.16,-108.0,140.62,34.25,-0.73,2.78,3.57,-36.25,8.13,-67.87,-0.01,0.42,1.08,53.25,-12.13,-22.5,-0.24,0.22,-0.12,14.38,-18.25,-13.5,-0.58,-0.44,0.08,20.88,-14.31,-11.19,-0.5,-0.65,-0.58,64.44,-30.25,-19.56,-0.03,-0.3,-0.47,108.37,-40.75,-32.38,1.32,-0.06,1.09,143.25,-34.25,-40.69,1.12,-1.1,1.24,74.62,-12.31,-37.69,-0.16,-0.22,0.62,24.06,11.56,-58.75,-0.67,2.52,-1.49,94.25,23.5,-107.69,leftArc
1.76,-0.45,2.52,43.44,-43.63,-2.5,3.72,8.69,2.17,147.44,-126.81,59.63,-1.93,7.08,-10.76,-13.56,9.75,248.87,-17.26,-3.12,-14.84,-277.19,389.31,262.31,-12.04,-9.4,-3.24,-50.44,361.94,42.0,-9.58,-2.99,10.53,-75.69,206.56,-109.37,-2.33,2.69,7.36,80.5,-22.13,-39.13,0.75,1.29,-0.83,44.0,-76.87,-5.12,-0.02,-0.01,-1.08,-7.87,-42.44,-2.0,0.29,0.65,-0.68,30.31,-3.25,4.44,-0.19,0.42,-0.42,11.31,4.0,1.37,-0.65,-0.01,-0.15,42.13,-3.06,2.5,-0.56,-1.3,-0.81,75.44,-2.94,-11.94,-0.41,-0.84,-0.38,106.06,-2.69,-44.44,-0.27,0.17,-0.56,168.31,-27.5,-68.75,leftArc
2.32,0.93,3.48,74.25,-69.06,8.31,4.21,11.33,-3.67,91.56,-181.19,106.12,-7.42,0.45,-10.03,-94.69,158.5,271.75,-15.28,-12.37,-11.55,-304.69,375.62,167.69,-8.82,-5.46,5.74,54.13,276.12,-61.94,-2.7,5.98,9.0,64.87,28.56,-112.37,1.47,0.89,-0.23,24.06,-57.19,7.37,0.06,-1.92,-1.97,-5.0,-20.75,7.62,-0.33,-0.65,-0.97,15.13,-3.19,-6.69,-0.22,0.17,-0.03,11.81,-3.19,-8.0,-0.5,0.17,-0.21,19.75,-4.19,-5.69,-0.91,-0.59,-0.21,32.25,-7.25,-9.88,-0.48,-0.76,0.0,20.44,-14.31,-30.06,0.0,-0.23,0.02,-0.25,-29.81,-63.81,-0.22,0.83,-0.87,42.69,-34.44,-55.38,leftArc
2.29,2.8,2.06,172.87,-154.38,17.69,-1.6,11.4,-13.19,15.06,-65.06,214.56,-12.92,-0.88,-12.75,-216.44,375.69,267.31,-15.91,-13.66,-2.81,5.62,390.69,52.44,-6.65,-4.66,12.07,-55.69,127.75,-121.31,-0.79,1.24,4.18,-2.25,0.69,-43.31,0.72,0.69,-0.66,59.44,-51.06,-5.81,-0.34,-0.04,-0.96,33.56,-24.25,0.37,0.07,-0.22,-0.91,20.62,-4.19,-2.0,-0.62,0.59,-0.27,7.62,8.13,-7.31,-0.38,-0.36,-0.28,38.94,3.0,-8.31,-0.7,0.06,0.08,29.19,-3.19,-18.12,-0.3,0.37,-0.28,55.63,-5.87,-20.0,-0.25,-0.15,-0.84,30.31,-8.69,-21.81,0.01,-0.24,-0.86,50.12,-12.75,-22.87,leftArc
0.88,-0.6,1.99,58.56,-61.13,-5.31,2.88,2.06,3.02,159.19,-130.56,6.87,-4.31,9.35,-8.66,71.87,-144.81,120.06,-9.06,0.09,-12.19,-303.75,331.31,305.37,-11.5,-12.36,-8.59,-217.56,387.44,145.31,-6.38,-8.28,7.67,-44.31,149.0,-70.31,-1.75,1.79,6.48,60.94,14.06,-26.62,0.42,1.01,0.28,58.56,-44.06,-9.25,-0.51,0.24,-1.18,34.69,-29.06,5.5,-0.32,-0.95,-0.69,41.13,-14.87,12.06,0.01,-0.94,-0.46,95.06,-7.25,-2.31,-0.24,-0.29,-0.13,73.06,4.44,-28.19,-0.22,0.24,-0.22,112.44,-10.44,-17.56,0.2,0.01,0.22,83.06,-18.19,-14.13,-0.03,0.0,0.15,73.5,-13.81,-16.44,leftArc
2.93,6.83,-3.93,80.69,-205.31,118.25,-5.01,0.97,-11.44,-87.94,167.56,223.69,-14.65,-9.73,-7.66,-217.0,461.12,145.31,-6.08,-3.09,3.92,-85.62,267.62,-57.5,-3.53,-3.03,7.47,-93.25,100.5,-101.25,0.07,0.26,1.15,13.25,-26.62,-28.5,0.27,0.67,-0.32,20.19,-36.0,-2.0,0.15,0.37,-0.08,13.13,-12.0,5.69,-0.41,0.79,0.01,9.81,2.75,4.87,-0.27,0.25,-0.11,2.69,-7.44,-2.06,-0.48,0.63,-0.05,21.31,-11.31,-2.0,-0.61,0.0,-0.14,26.56,-12.88,-3.62,-0.37,-0.64,-0.42,44.38,-14.94,-12.63,-0.27,-0.64,-0.75,36.81,-7.25,-16.19,-0.37,0.08,-0.61,30.31,4.25,-10.63,leftArc
0.19,-1.05,-0.42,-23.69,12.81,-15.44,-0.56,-1.18,1.71,-25.0,-14.38,-39.19,2.9,3.58,0.31,119.75,-136.0,-44.44,-3.26,15.24,-14.5,60.94,254.13,237.56,-13.07,-5.06,6.99,36.75,265.06,297.37,-2.54,-5.84,3.19,63.69,-115.5,-103.44,1.2,-1.34,-2.23,-198.69,-75.5,-118.31,-0.43,1.44,-0.81,47.56,-37.06,-56.94,0.59,0.0,0.46,-29.12,-21.19,-38.94,0.29,0.26,0.16,15.75,-11.5,-19.81,-0.02,0.09,-0.07,1.62,-4.69,-9.75,-0.09,0.06,0.11,8.31,-1.31,-4.81,0.09,0.01,0.03,3.37,-7.0,-3.5,0.1,-0.19,-0.26,3.56,-7.81,-5.94,0.11,-0.19,-0.23,5.06,-7.44,-0.88,rightSwap
-0.12,0.02,2.19,0.81,-46.25,10.25,2.26,1.3,-0.72,46.81,-136.19,19.5,0.82,4.62,-10.97,70.94,-85.19,89.56,-12.71,-12.37,3.75,-70.19,504.62,223.44,-8.52,-9.91,8.51,90.56,-135.37,-59.94,-0.69,2.49,-1.23,-106.81,-115.62,-68.25,0.03,2.48,-1.47,47.44,-1.06,-17.69,0.27,-1.72,0.0,17.0,-11.88,-21.44,0.28,0.69,0.63,-13.88,-11.5,-29.12,0.15,0.2,0.28,2.06,-20.06,-13.56,0.5,0.08,0.04,-14.75,-21.25,-9.13,0.17,-0.3,-0.08,4.56,-22.44,-10.44,0.12,-0.32,-0.11,-13.62,-17.12,-11.5,0.2,-0.03,0.0,2.0,-13.38,-11.31,0.37,-0.73,-0.16,-0.44,-14.56,-16.69,rightSwap
1.45,0.44,-3.45,-13.88,-91.69,32.69,-2.21,6.91,-10.68,71.44,256.44,108.69,-8.17,-3.18,3.46,-23.94,319.81,203.56,-0.83,-2.22,4.24,124.06,-75.5,-39.13,-0.2,-0.6,0.0,-62.88,-84.19,-70.62,0.61,0.91,-1.29,45.44,-53.69,-15.13,0.64,-0.78,-0.7,2.5,-37.75,-12.37,0.05,-0.14,-0.17,-16.75,-29.75,-21.56,0.36,0.46,-0.07,-13.56,-30.5,-18.37,0.18,-0.12,-0.36,-2.62,-26.44,-12.75,0.26,-0.22,-0.27,4.62,-24.31,-4.81,0.29,-0.36,-0.33,-0.37,-10.56,-3.19,0.19,-0.35,-0.36,-1.25,-1.62,-4.19,0.15,-0.38,-0.22,-1.5,8.06,-9.63,0.36,-0.17,-0.15,-3.87,16.69,-16.69,rightSwap
-0.33,-0.18,-0.06,-17.06,-0.31,-18.31,-0.9,-1.6,-0.06,11.38,6.06,-74.94,0.62,-2.93,-1.23,-10.94,54.44,-145.38,-1.9,-0.35,-0.06,71.87,17.81,-75.31,-3.29,11.8,-5.0,28.19,-104.75,217.44,-9.44,-12.59,1.45,233.19,416.69,355.62,-7.09,-8.53,4.51,22.56,-213.0,-137.5,1.72,-2.42,-2.16,-171.69,-149.19,-104.5,1.12,0.59,-2.04,-54.63,-68.06,-80.5,0.42,-0.42,-0.12,-52.44,-9.06,-37.06,0.0,-0.39,0.13,-31.81,13.19,-32.81,-0.11,0.21,0.2,-28.5,10.25,-13.5,-0.24,-0.17,-0.33,-7.37,-2.06,-3.75,-0.22,-0.49,-0.28,-8.13,-7.44,-6.19,-0.07,0.21,-0.18,-1.81,-7.94,-0.81,rightSwap
-0.7,0.0,2.14,-11.38,-61.63,3.75,0.46,0.47,-0.63,10.0,-142.19,-11.0,-0.39,8.43,-15.04,121.31,7.62,89.25,-14.13,-1.84,7.8,163.5,600.81,203.81,-5.12,-1.96,5.72,224.31,-165.0,-37.44,-0.27,-3.12,-1.46,-250.62,-137.0,-107.5,0.25,-0.54,-2.76,-0.25,-112.31,-71.5,1.05,2.7,-0.69,-12.94,-43.5,-44.69,0.0,-0.4,-0.79,27.06,-30.94,-11.94,-0.16,-0.72,-0.83,-14.5,-22.94,-10.0,0.16,0.38,-0.71,-7.25,-5.81,-7.75,0.07,-0.02,-0.37,0.94,7.69,-0.75,0.02,-0.39,-0.13,-1.12,4.69,-0.37,-0.17,-0.09,-0.01,-6.0,3.0,-1.06,0.01,-0.14,-0.06,-0.88,3.12,0.37,rightSwap
-1.11,0.22,2.1,67.75,-68.0,26.31,2.17,4.81,-0.37,196.87,-154.06,65.62,-5.83,15.84,-14.31,165.94,15.06,362.38,-14.86,-13.75,-1.41,-52.13,361.37,334.56,-6.17,-7.92,3.07,56.13,-121.44,-109.25,-0.61,0.72,1.36,-45.12,-100.87,-185.63,0.16,0.94,-3.03,-20.06,16.56,-145.69,-0.37,2.06,-0.95,17.69,19.0,-116.31,-0.01,1.19,0.2,13.62,37.88,-97.69,-0.65,1.12,0.7,-12.13,45.81,-88.25,-0.29,-0.04,0.74,-25.12,26.06,-67.87,-0.63,0.29,0.46,-18.56,17.12,-56.94,-0.33,0.46,0.23,6.75,-2.94,-24.37,0.01,0.44,-0.01,0.69,-8.19,-3.5,0.07,0.32,-0.23,5.87,-5.81,10.69,rightSwap
-0.6,-0.74,1.9,60.31,-31.94,35.19,1.48,3.0,3.7,192.75,-145.44,68.44,0.18,9.62,-8.04,187.31,-207.0,145.69,-13.75,5.81,-18.99,-353.19,592.44,410.37,-12.02,-10.21,10.64,28.56,154.5,104.94,-1.18,0.45,1.24,43.56,-84.87,-169.5,-1.71,0.41,-1.24,29.19,-67.62,-154.87,0.63,0.56,-1.93,9.88,-21.75,-123.44,0.55,0.68,-0.2,24.12,1.62,-98.69,0.12,0.76,0.24,14.06,-1.19,-90.25,-0.07,1.03,0.37,1.37,9.81,-83.75,-0.37,0.84,0.2,5.19,3.12,-58.5,-0.09,0.91,-0.02,7.44,-3.06,-14.06,0.08,0.45,-0.12,7.5,-4.06,8.5,0.08,0.07,0.05,4.94,-2.87,14.25,rightSwap
-0.31,1.39,3.53,72.06,-92.5,72.94,2.18,5.57,-4.58,206.75,-192.69,105.63,-9.02,8.24,-11.87,76.0,280.94,325.25,-12.62,-7.88,4.96,-51.5,311.81,329.87,-3.92,-3.37,4.12,58.69,1.69,-83.56,-0.24,-3.39,0.76,-42.0,-67.94,-173.5,-0.98,1.38,-1.52,50.88,-57.06,-100.38,0.32,-1.02,-1.04,-13.06,-28.25,-87.56,0.65,0.53,-0.63,29.31,-23.75,-92.31,-0.87,0.79,0.03,-3.75,7.56,-94.62,-0.67,1.1,0.12,2.19,26.19,-78.87,-0.09,0.15,0.29,-9.69,23.38,-55.44,-0.23,0.63,0.41,-2.37,11.56,-38.63,-0.22,0.14,0.21,-2.69,1.87,-15.56,-0.08,-0.02,0.0,12.88,-6.69,1.12,rightSwap
-0.07,1.94,1.5,104.69,-183.56,116.94,1.93,4.14,-11.46,72.5,-191.37,152.5,-13.23,-2.84,-16.0,-303.37,590.0,312.06,-12.25,-10.1,7.08,69.44,98.87,74.06,-1.78,2.28,0.68,86.37,-62.5,-147.81,-0.72,-1.36,-0.67,12.19,-66.94,-153.56,-0.04,0.77,-1.21,5.81,-60.75,-119.56,0.24,1.08,-0.2,32.75,-27.81,-73.25,0.54,1.07,-0.2,12.06,-1.5,-60.44,0.13,0.72,-0.34,-11.19,10.88,-42.5,-0.35,0.19,0.03,-16.19,19.87,-31.62,-0.04,-0.24,0.2,-25.69,20.31,-28.12,-0.24,-0.04,0.17,-3.94,12.44,-24.63,-0.04,-0.09,0.03,-9.19,8.94,-15.88,0.01,0.14,0.03,8.0,1.81,-12.81,rightSwap
-1.23,0.15,2.81,49.25,-74.19,43.75,1.11,4.63,1.2,238.25,-214.0,116.37,-3.02,3.05,-13.84,130.69,-90.06,241.12,-13.81,-6.38,-8.96,-156.81,644.5,320.63,-13.87,-15.27,0.06,19.25,-65.75,-59.06,-0.65,4.95,0.77,-40.12,-59.5,-119.25,-2.41,0.98,-1.58,107.56,25.94,-76.06,-0.2,-2.53,-0.2,-33.81,-18.06,-111.0,0.04,0.13,0.06,-39.31,-20.5,-127.75,-0.32,0.03,0.08,-31.0,5.75,-126.56,-0.53,0.64,-0.67,13.75,8.38,-123.81,-0.74,0.81,-0.11,20.19,9.31,-102.12,-0.69,0.95,0.19,5.31,10.19,-71.44,-0.28,0.9,0.18,7.56,2.25,-22.37,0.03,0.68,0.07,9.75,-4.44,11.44,rightSwap
-1.21,1.3,3.09,6.0,-20.69,43.75,-0.5,1.79,1.6,76.25,-144.31,125.19,0.49,2.52,-5.68,130.19,-174.06,187.75,-3.47,6.13,-13.21,138.81,343.25,259.37,-12.71,-3.27,4.04,-2.75,266.44,162.5,-1.8,3.11,4.57,145.38,-96.69,-119.19,0.16,-1.3,-3.06,-45.06,-64.94,-95.62,0.19,0.31,-1.39,47.31,-22.69,-54.13,0.66,-0.96,0.11,-0.5,-12.25,-85.94,-0.13,-0.55,0.4,-17.12,-4.69,-124.62,-0.7,-0.15,0.62,24.69,-12.06,-139.75,-0.62,1.0,0.42,21.75,-24.94,-114.94,0.12,1.99,-0.35,26.87,-20.31,-60.12,0.27,1.37,-0.52,7.56,-5.75,-24.5,0.3,0.87,-0.12,-2.0,6.69,5.62,rightSwap
0.3,0.39,0.14,-12.0,3.0,1.69,-4.31,3.02,9.04,-197.69,-59.75,53.81,-3.52,-0.08,-3.26,-118.94,-391.63,81.94,-1.82,-3.96,-14.42,17.12,-112.44,-18.75,-13.2,9.96,-1.78,-124.56,690.81,-71.37,2.7,4.89,9.33,239.44,-94.06,-39.25,-0.76,-2.41,1.19,-71.37,-57.31,-5.31,-0.44,1.75,-0.67,79.69,-51.94,45.19,-0.04,-0.26,-0.12,20.37,-22.44,37.44,-0.27,0.14,0.03,28.62,-11.06,28.87,-0.39,-0.06,0.04,13.62,-1.37,8.94,0.0,-0.13,-0.09,5.5,0.94,1.31,0.01,-0.03,-0.08,0.06,-1.69,1.5,-0.08,0.07,-0.04,-0.06,-1.81,-0.06,0.11,0.0,0.01,5.44,-1.5,2.19,downSwap
-0.86,-0.21,0.54,-104.63,-195.25,29.25,-0.9,-0.08,-4.39,-40.44,-195.75,29.94,-0.03,-2.94,-11.86,-11.25,50.88,-20.0,-25.03,3.1,-8.45,-304.69,688.0,-16.56,2.15,2.98,9.86,197.56,-30.12,-17.31,0.69,-2.51,1.1,-32.06,-57.88,-13.06,-0.02,1.24,-0.29,65.62,-52.44,28.25,0.31,-0.14,-0.04,5.62,-37.69,27.69,0.0,-0.09,-0.37,21.69,-26.5,27.19,0.18,-0.89,-0.12,-6.87,-9.69,10.88,-0.02,-0.3,0.04,-11.0,-4.25,2.0,0.21,0.21,0.17,-1.0,-7.12,3.44,-0.24,-0.04,-0.09,0.81,-5.56,4.0,-0.09,-0.24,-0.02,-8.25,-3.69,4.12,-0.16,0.31,-0.09,2.69,-2.12,4.06,downSwap
-0.76,1.31,4.81,-50.88,-78.44,28.12,-2.27,2.15,2.0,-98.25,-231.81,69.37,-2.01,-0.32,-6.66,-52.69,-234.06,66.87,-4.2,-0.67,-12.73,2.5,68.81,-34.56,-4.86,23.4,1.79,-213.31,528.06,-99.94,0.79,3.52,8.06,171.87,1.19,-24.5,0.63,-1.61,2.56,-57.0,-26.56,-23.56,-0.24,0.67,0.05,63.87,-52.88,25.75,0.08,0.11,-0.76,-5.12,-32.63,19.31,-0.14,-0.31,-0.04,31.06,-22.81,20.62,0.29,-0.59,0.02,0.5,-5.69,4.69,-0.02,0.37,0.5,0.19,4.0,-0.19,-0.29,0.29,0.06,0.81,-4.75,0.13,-0.09,0.02,-0.16,4.44,-8.19,-4.0,-0.11,0.09,-0.11,-1.69,0.25,0.13,downSwap
-1.01,0.2,-2.59,-75.25,-339.44,103.31,-2.16,-8.46,-12.86,-54.75,-295.69,46.88,-7.66,-7.24,-6.98,94.56,684.75,-163.25,-8.9,-8.51,9.17,178.0,106.37,-43.63,0.68,4.35,3.73,-106.87,-25.75,-28.44,-0.64,-1.09,-1.23,48.81,-32.44,18.81,0.09,1.03,-0.64,-0.75,-17.81,11.25,-0.23,-0.07,0.01,19.19,-6.81,11.94,-0.21,0.01,0.1,-2.62,-9.13,-4.56,0.01,0.33,0.04,0.88,-0.37,0.81,-0.32,0.29,0.01,-2.06,-2.69,0.25,-0.28,0.42,-0.03,3.5,-0.19,2.0,-0.14,0.22,0.12,-0.56,-0.88,0.44,-0.05,0.43,0.01,1.62,-1.94,-0.37,-0.09,0.33,-0.05,3.31,-1.12,2.31,downSwap
-6.47,6.43,5.09,7.25,-141.88,95.69,0.08,-0.08,-3.39,-147.31,-375.81,130.87,-1.64,-6.68,-18.89,-32.13,-218.0,8.81,-8.09,5.49,2.02,90.06,709.5,-166.19,-9.65,1.29,4.66,172.94,105.94,-7.62,-1.96,3.99,5.89,-32.75,-14.25,12.88,-1.04,-0.2,-1.12,-49.19,5.87,1.37,0.57,0.36,-1.12,42.06,-6.37,-7.81,0.46,-0.28,0.16,-11.63,22.75,-0.13,-0.27,0.12,0.4,-10.56,10.5,-7.56,0.12,0.4,0.36,-10.31,-0.19,5.06,0.08,0.79,0.38,8.94,-1.56,1.69,0.11,-0.31,0.21,5.06,-1.62,3.12,-0.14,0.03,0.22,-1.94,0.56,0.94,-0.1,0.1,0.11,-3.12,0.37,-0.5,downSwap
-1.2,-3.76,-16.03,-81.25,-273.25,83.25,0.8,-7.0,-12.34,34.19,533.87,-118.13,-4.4,0.14,12.49,-2.25,262.0,53.56,-0.77,1.42,6.05,39.0,28.87,3.5,-0.45,-0.19,-0.48,-14.69,-15.63,-10.06,-0.6,0.96,-1.81,21.56,-25.62,5.94,0.29,0.0,-0.66,12.5,-3.5,-4.0,-0.37,0.53,-0.08,-1.25,12.63,-8.31,-0.31,0.56,-0.24,8.25,13.38,-5.69,-0.06,0.45,-0.3,9.75,16.94,-6.62,-0.23,0.17,-0.14,-0.44,21.31,-10.31,-0.18,0.41,0.09,4.69,18.31,-10.25,-0.59,0.36,0.13,-0.25,11.25,-6.81,-0.24,0.66,0.15,7.69,1.56,-2.44,-0.23,0.24,-0.1,0.69,-4.31,1.06,downSwap
-10.65,6.3,8.66,-6.62,-235.44,93.31,-1.09,-2.04,-6.73,-122.69,-436.31,98.37,-2.12,-5.9,-16.66,-43.31,-210.13,40.31,-5.98,10.26,-0.02,-13.25,574.31,-119.31,-4.55,-4.32,2.95,86.31,125.06,-21.19,-1.82,2.23,3.88,25.0,46.44,-1.87,-0.58,-0.9,-1.24,-4.87,57.69,-16.19,-0.3,-0.04,-0.27,28.94,22.31,-6.12,-0.09,0.06,0.54,0.81,23.69,-8.88,-0.28,0.62,0.56,-1.87,12.75,-7.81,-0.37,0.94,0.18,9.75,-2.0,-4.25,-0.45,0.71,-0.04,13.44,-2.31,1.19,-0.2,-0.44,-0.08,-0.5,-0.56,0.88,-0.28,-0.14,0.0,-1.81,0.56,-3.06,-0.25,0.18,0.03,0.31,0.31,-4.37,downSwap
0.49,1.03,-6.54,13.81,-65.94,17.56,-2.65,-4.2,-13.62,73.12,611.81,-70.06,-17.13,-0.27,8.42,-9.31,361.44,17.69,-2.12,0.92,5.53,140.12,24.06,-9.5,0.61,0.42,1.59,-14.13,-31.06,-16.56,-0.19,0.08,-1.45,10.69,-32.63,7.94,0.03,0.62,-0.43,4.94,-24.63,16.56,-0.25,0.08,-0.01,-4.81,-3.31,13.81,-0.31,-0.67,-0.12,-15.19,-6.87,1.81,-0.18,0.24,-0.14,-7.56,-5.44,-1.5,-0.11,0.38,-0.16,9.94,-1.44,-4.06,-0.13,0.32,-0.06,5.19,-0.5,-1.87,-0.17,0.06,-0.13,5.5,-1.0,-2.62,-0.19,0.13,0.0,1.81,0.5,-1.12,-0.24,0.08,0.07,-1.62,-0.13,-0.31,downSwap
